,symbol,market,name,sector,industry,listingdate,settlemonth,representative,homepage,region,close,cap,volume,amount,shares_num,BPS,PER,PBR,EPS,DIV,DPS
1405,244460,KOSDAQ,올리패스,기초 의약물질 및 생물학적 제제 제조업,인공유전자 플랫폼(OliPass PNA) 기술을 활용한 RNA치료제 신약개발,2019-09-20,12월,정신,http://www.olipass.com,경기도,7580,207381022920,25089,188958580,27358974,1042,0.0,7.27,0,0.0,0
1406,226950,KOSDAQ,올릭스,자연과학 및 공학 연구개발업,siRNA 신약 개발,2018-07-18,12월,이동기,http://www.olixpharma.com,경기도,22300,305580468000,54249,1219653600,13703160,1352,0.0,16.49,0,0.0,0
1407,057540,KOSDAQ,옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","전자식전력량계,설비미터,원격검침시스템",2007-09-19,12월,박혜린,http://www.omnisystem.co.kr,경기도,2525,117284621375,901077,2262260355,46449355,1957,0.0,1.29,0,0.0,0
1408,082210,KOSDAQ,옵트론텍,사진장비 및 광학기기 제조업,"IRFilter,Grating",2005-06-24,12월,"홍사관, 임지윤",http://www.optrontec.com,경상남도,6190,151555619550,82157,506611350,24483945,4354,0.0,1.42,0,0.0,0
1409,109080,KOSDAQ,옵티시스,통신 및 방송 장비 제조업,광링크 모듈 등,2011-07-12,12월,신현국,http://www.opticis.com,경기도,16150,91021400000,31656,507380100,5636000,9151,13.62,1.76,1186,0.62,100
1410,153710,KOSDAQ,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"옵티케어,메디피그 등",2018-10-26,12월,김현일,http://www.optipharm.co.kr,충청북도,9610,140978296380,40737,391967770,14669958,2122,0.0,4.53,0,0.0,0
1411,321820,KOSDAQ,와이더플래닛,소프트웨어 개발 및 공급업,빅데이터/인공지능 마케팅플랫폼 및 데이터플랫폼,2021-02-03,12월,구교식,http://www.widerplanet.com,서울특별시,11250,77718172500,27121,301532200,6908282,3450,0.0,3.26,0,0.0,0
1412,122990,KOSDAQ,와이솔,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer",2010-09-10,12월,염상덕,http://www.wisol.co.kr,경기도,10550,297372227550,25323,267832700,28186941,13195,10.78,0.8,979,2.37,250
1413,232140,KOSDAQ,와이아이케이,특수 목적용 기계 제조업,메모리 웨이퍼 테스터,2015-12-24,12월,최명배,http://yikcorp.com,경기도,5140,421713099000,120527,619977610,82045350,3447,9.29,1.49,553,0.0,0
1414,065530,KOSDAQ,와이어블,전기 통신업,공용기지국건설/관리,2002-06-04,12월,"장석하, 김문환(각자대표이사)",http://www.wiable.co.kr,서울특별시,3450,182367000000,414338,1410884045,52860000,1579,63.89,2.18,54,1.45,50
1415,067900,KOSDAQ,와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조",2005-12-23,12월,박지영,http://www.y-entec.co.kr,전라남도,10750,195646334250,97652,1055826500,18199659,10590,8.39,1.02,1281,0.0,0
1416,155650,KOSDAQ,와이엠씨,전자부품 제조업,"FPD 패널용 Target, Backing Plate 등",2012-11-15,12월,이윤용,http://www.ymc-inc.com,충청남도,7200,143815377600,179725,1299642620,19974358,4993,12.86,1.44,560,2.08,150
1417,273640,KOSDAQ,와이엠텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",계전기(EV Relay),2021-09-10,12월,김홍기,http://www.goodymt.com,충청북도,17450,191356700000,31749,552437700,10966000,4467,26.89,3.91,649,2.29,400
1418,251370,KOSDAQ,와이엠티,기초 화학물질 제조업,"PCB, 반도체 및 디스플레이 제조용 화학소재 등",2017-04-27,12월,전성욱,http://www.ymtechnology.com,인천광역시,19950,301257708150,24885,498760800,15100637,7569,30.79,2.64,648,0.38,75
1419,066430,KOSDAQ,와이오엠,기타 전문 도매업,"VCI,LDPE필름 외",2002-12-24,12월,염현규,http://www.yopticsm.com,부산광역시,2555,41928485130,44925,115001060,16410366,1169,102.2,2.19,25,0.0,0
1420,193250,KOSDAQ,와이제이엠게임즈,전자부품 제조업,휴대폰용 진동모터,2014-12-29,12월,민용재,http://yjmgames.com,서울특별시,2960,169633334640,877243,2604024870,57308559,1276,0.0,2.32,0,0.0,0
1421,273060,KOSDAQ,와이즈버즈,광고업,광고대행,2017-08-07,12월,김종원,http://www.wisebirds.co,서울특별시,1570,79206451330,82246,127679925,50449969,835,27.54,1.88,57,1.27,20
1422,019210,KOSDAQ,와이지-원,기타 금속 가공제품 제조업,"엔드밀, 탭, 드릴",1997-08-06,12월,"송호근, 송시한",http://www.yg1.co.kr,인천광역시,8440,258043032360,32606,274192380,30573819,9269,12.23,0.91,690,2.13,180
1423,122870,KOSDAQ,와이지엔터테인먼트,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",2011-11-23,12월,황보경,http://www.ygfamily.com,서울특별시,56400,1049180379600,182439,10354933700,18602489,20632,154.95,2.73,364,0.44,250
1424,011690,KOSPI,와이투솔루션,반도체 제조업,"혼성직접회로,통신기기 제조/화공약품,케이블 도매",1995-12-21,12월,강석환,http://www.yuyang.co.kr,경기도,2440,388534954280,0,0,159235637,550,0.0,4.44,0,0.0,0
1425,332570,KOSDAQ,와이팜,전자부품 제조업,전력증폭기 모듈(PAM),2020-07-31,12월,유대규,http://www.wipam.co.kr,경기도,5340,198334841040,17760,94268640,37141356,2314,0.0,2.31,0,0.0,0
1426,079000,KOSDAQ,와토스코리아,플라스틱제품 제조업,위생도기용부속(양변기용),2005-11-15,12월,"송공석,송태양",http://www.watos.com,전라남도,6720,48384000000,22660,152384260,7200000,10279,34.11,0.65,197,2.98,200
1427,070960,KOSPI,용평리조트,일반 및 생활 숙박시설 운영업,"리조트 운영, 콘도 분양",2016-05-27,12월,"신달순, 임학운 공동대표",http://www.yongpyong.co.kr,강원도,4930,237297331690,59244,290670855,48133333,8025,27.39,0.61,180,0.0,0
1428,316140,KOSPI,우리금융지주,기타 금융업,금융지주,2019-02-13,12월,손태승,http://www.woorifg.com/,서울특별시,14950,10884505207550,1615577,24281709500,728060549,35494,4.29,0.42,3481,6.02,900
1429,032820,KOSDAQ,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","시스템사업, 정보통신사업",2000-06-22,12월,노갑선,http://www.wooritg.com,서울특별시,2310,339552196830,3005833,6997647845,146992293,552,49.15,4.18,47,0.0,0
1430,041190,KOSDAQ,우리기술투자,기타 금융업,창업자에 대한 투자 및 융자,2000-06-09,12월,이정훈,http://www.wooricapital.co.kr,서울특별시,6870,577080000000,1579165,10733292700,84000000,9347,0.86,0.73,7954,0.0,0
1431,115440,KOSDAQ,우리넷,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,"장현국,최종신(각자대표)",http://www.woori-net.com,경기도,10200,99536934600,317101,3218422060,9758523,6752,48.34,1.51,211,0.0,0
1432,046970,KOSDAQ,우리로,기타 전문 도매업,"광분배기(웨이퍼, 칩, 모듈), 광다이오드",2012-11-27,12월,박세철,http://www.wooriro.com,광주광역시,1990,63778771660,1294352,2586909490,32049634,1279,4.23,1.56,471,0.0,0
1433,082850,KOSDAQ,우리바이오,전구 및 조명장치 제조업,건강기능식품 개발 제조 및 스마트팜 연구개발,2005-07-29,12월,박길수,http://www.wooreebio.co.kr/,경기도,4100,196437469800,585940,2393275105,47911578,3387,5.47,1.21,750,0.0,0
1434,215360,KOSDAQ,우리산업,자동차 신품 부품 제조업,ACTUATOR 등,2015-05-06,12월,김정우,http://www.woory.com,경기도,17200,157073203600,9377,161196200,9132163,12845,409.52,1.34,42,0.76,130
1435,072470,KOSDAQ,우리산업홀딩스,자동차 신품 부품 제조업,HVAC ACTUATOR (자동차 공조장치 부품 등),2003-10-28,12월,김명준,http://www.woory.com,경기도,4515,85276344615,24837,111438385,18887341,6946,86.83,0.65,52,0.78,35
1436,073560,KOSDAQ,우리손에프앤지,"도축, 육류 가공 및 저장 처리업","양돈업, 도축업",2016-07-27,12월,"조창현,편명식(각자대표)",http://www.woorisonfng.co.kr,전라남도,2785,192826835755,7813900,21865174795,69237643,3343,6.98,0.83,399,1.8,50
1437,037400,KOSDAQ,우리엔터프라이즈,상품 종합 도매업,"변환장치 제조업 백열전구, 형광등",1999-12-16,12월,황도연 단독대표이사,http://www.wooree.co.kr,경기도,3045,79850088570,68780,210137195,26223346,4170,3.39,0.73,899,0.0,0
1438,153490,KOSDAQ,우리이앤엘,반도체 제조업,LED 패키지,2013-02-05,12월,차기현,http://www.wooreeenl.co.kr,경기도,1595,82110600000,145697,230568090,51480000,1402,4.46,1.14,358,0.0,0
1439,010050,KOSPI,우리종금,기타 금융업,"종합금융,주택할부금융,부동산",1974-09-11,12월,김종득,http://wooriib.com,광주광역시,858,750066522348,732830,627186514,874203406,686,9.43,1.25,91,2.33,20
1440,101170,KOSDAQ,우림피티에스,일반 목적용 기계 제조업,"트랜스미션,감속기,기어전동축 제조",2009-04-28,12월,"한현석,한우진(각자 대표이사)",http://www.woorimgear.co.kr,경상남도,6060,81810000000,1123897,6777325390,13500000,6204,22.78,0.98,266,1.65,100
1441,006980,KOSPI,우성,"곡물가공품, 전분 및 전분제품 제조업","배합사료,Suit-feed(맞춤 TMR(육성우,건유우,착유우) 사료),농후사료,곡류(강피류 등 부산물) 제조,판매/부동산 임대,무역",1988-10-10,12월,한재규,http://wsgroup.co.kr,대전광역시,32400,100116000000,68887,2246244650,3090000,67106,0.0,0.48,0,0.46,150
1442,066590,KOSDAQ,우수AMS,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2003-02-12,12월,김선우,http://woosu.co.kr,경상남도,4780,171674823300,1008584,4865462660,35915235,2218,0.0,2.16,0,0.0,0
1443,017370,KOSPI,우신시스템,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",2002-05-28,12월,허우영,http://www.wooshinsys.co.kr,서울특별시,3055,55949434970,47602,145002485,18314054,5363,0.0,0.57,0,0.0,0
1444,103840,KOSDAQ,우양,"과실, 채소 가공 및 저장 처리업","HMR, 음료 베이스, 퓨레 등",2019-11-20,12월,이구열,http://foodkorea.com,충청남도,5170,73713860000,78080,403425340,14258000,2924,56.2,1.77,92,0.0,0
1445,046940,KOSDAQ,우원개발,기반조성 및 시설물 축조관련 전문공사업,토공사,2002-06-18,12월,"김기영,김기현(각자대표)",http://www.woowonerd.com,서울특별시,4750,85853162500,33755,159911070,18074350,5527,73.08,0.86,65,0.0,0
1446,215380,KOSDAQ,우정바이오,자연과학 및 공학 연구개발업,"동물실험,CRO서비스,사육장비,세척장비등",2015-05-18,12월,천병년,http://www.woojungbio.kr,경기도,4915,63269988940,9935,48924080,12872836,2463,0.0,2.0,0,0.0,0
1447,065680,KOSDAQ,우주일렉트로,전자부품 제조업,정보통신용 초정밀커넥터,2004-01-02,12월,노영백,http://www.uju.com,경기도,30350,301503577000,24414,738971400,9934220,25889,15.14,1.17,2005,1.32,400
1448,105840,KOSPI,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이재상, 백승한 각자대표",http://www.woojininc.com,경기도,12650,257093717100,812269,10383734350,20323614,7106,0.0,1.78,0,0.79,100
1449,018620,KOSDAQ,우진비앤지,의약품 제조업,"슈퍼티아, 안티펜SM",2008-05-20,12월,강석진,http://www.woogenebng.com,경기도,2390,69045410270,1152774,2752314445,28889293,1078,0.0,2.22,0,0.0,0
1450,010400,KOSPI,우진아이엔에스,건물설비 설치 공사업,반도체/디스플레이 코팅덕트,2018-09-14,12월,홍경모,http://www.woojini.com,서울특별시,7520,57317440000,6726,50569330,7622000,14448,0.0,0.52,0,1.33,100
1451,049800,KOSPI,우진플라임,특수 목적용 기계 제조업,"플라스틱사출성형기 제조,판매",2006-05-24,12월,김익환,http://www.woojinplaimm.com,충청북도,4495,89900000000,30303,135774735,20000000,4106,3.99,1.09,1126,1.11,50
1452,016880,KOSPI,웅진,회사 본부 및 경영 컨설팅 서비스업,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업",1994-11-05,12월,이수영,http://www.woongjin.com,서울특별시,2205,176239211400,8574239,18752280270,79927080,762,7.63,2.89,289,0.0,0
1453,095720,KOSPI,웅진씽크빅,초등 교육기관,"기타출판 제조/서적,교구,통신판매 도소매/부동산 임대/교구렌탈,컴퓨터운용관련서비스",2007-05-31,12월,이재진,http://www.wjthinkbig.com,경기도,2990,345362895150,183568,548203375,115505985,3219,7.85,0.93,381,4.35,130
1454,005820,KOSPI,원림,직물직조 및 직물제품 제조업,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자",1990-04-20,12월,신성엽,http://www.wonlim.co.kr,서울특별시,24750,56874757500,1670,41148950,2297970,51925,36.13,0.48,685,1.01,250
1455,307280,KOSDAQ,원바이오젠,의료용품 및 기타 의약 관련제품 제조업,"창상피복제, 습윤드레싱제",2018-12-05,12월,김원일,http://wonbiogen.co.kr,경상북도,2060,75096080480,191473,394278165,36454408,733,0.0,2.81,0,0.0,0
1456,053080,KOSDAQ,원방테크,일반 목적용 기계 제조업,클린룸 설비,2020-09-24,12월,구자겸,http://wonbangtech.com,충청북도,12700,165097548900,48108,611318500,12999807,11164,18.7,1.14,679,2.36,300
1457,032940,KOSDAQ,원익,기계장비 및 관련 물품 도매업,"Quartz, HIC, 의료기기",1997-07-18,12월,장홍식,http://www.wonik.co.kr,경기도,4390,79868279700,25682,113601285,18193230,11823,2.8,0.37,1566,0.0,0
1458,240810,KOSDAQ,원익IPS,특수 목적용 기계 제조업,반도체 제조용 기계,2016-05-02,12월,Hyeondeok Lee,http://.www.ips.co.kr,경기도,39300,1928997309300,260882,10253493400,49083901,16597,13.07,2.37,3007,0.76,300
1459,074600,KOSDAQ,원익QnC,유리 및 유리제품 제조업,반도체용 석영유리,2003-12-12,12월,백홍주,http://www.wonikqnc.com,경상북도,32600,856988800000,854681,27740422550,26288000,11705,14.59,2.79,2235,0.46,150
1460,104830,KOSDAQ,원익머트리얼즈,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등",2011-12-28,12월,한정욱,http://wimco.co.kr,충청북도,38600,486668800000,36205,1400397250,12608000,31113,9.22,1.24,4188,1.04,400
1461,014190,KOSDAQ,원익큐브,기타 전문 도매업,"MMA,BAM,PC,PP,목재,실란트,디지털인쇄기",1996-04-26,12월,문경수,http://www.wonikcube.com,경기도,3305,116996689330,287762,947866450,35399906,2677,11.13,1.23,297,0.0,0
1462,131390,KOSDAQ,원익피앤이,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","2차전지 공정용 장비, 산업용 정류기",2011-09-27,12월,박동찬,http://www.pnesolution.com,경기도,28750,426043662500,71549,2063451000,14818910,8310,21.71,3.46,1324,0.0,0
1463,030530,KOSDAQ,원익홀딩스,특수 목적용 기계 제조업,가스캐비닛,1996-09-24,12월,임창빈,http://www.wonikholdings.kr,경기도,4900,378466106900,182548,895489260,77237981,12713,3.43,0.39,1430,0.0,0
1464,012620,KOSDAQ,원일특강,1차 철강 제조업,특수강,1994-06-28,12월,"신용문,최극태(각자 대표이사)",http://www.wonilsteel.co.kr,경기도,12350,54340000000,13950,172328850,4400000,31361,2.89,0.39,4266,2.02,250
1465,382840,KOSDAQ,원준,특수 목적용 기계 제조업,2차전지용 열처리 장비,2021-10-07,12월,이성제,http://www.onejoon.co.kr/,경기도,119800,601418881800,117932,14362359900,5020191,19147,76.02,6.26,1576,0.0,0
1466,376980,KOSDAQ,원티드랩,소프트웨어 개발 및 공급업,채용 플랫폼,2021-08-11,12월,이복기,http://www.wanted.co.kr,서울특별시,27550,259139046800,34817,959940100,9406136,3514,68.02,7.84,405,0.0,0
1467,008370,KOSDAQ,원풍,플라스틱제품 제조업,플라스틱 필름,1992-12-18,12월,윤 기 로,http://www.wonpoong.co.kr,서울특별시,5240,62880000000,15089,78993280,12000000,6859,11.96,0.76,438,3.24,170
1468,008290,KOSDAQ,원풍물산,봉제의복 제조업,남성용신사복,1997-07-18,12월,"이원기,이두식",http://www.wonpung.com,인천광역시,953,38781076087,100854,97260572,40693679,553,0.0,1.72,0,0.0,0
1469,101160,KOSDAQ,월덱스,전자부품 제조업,반도체용링및전극,2008-06-19,12월,배종식,,경상북도,24250,400391580250,111659,2707574600,16510993,8700,11.97,2.79,2026,0.25,60
1470,336060,KOSDAQ,웨이버스,소프트웨어 개발 및 공급업,금융 지원 서비스,2019-11-28,12월,김학성,,서울특별시,2110,98505772000,542165,1155307610,46685200,1938,0.0,1.09,0,0.0,0
1471,095270,KOSDAQ,웨이브일렉트로,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",이동통신중계기용전력증폭기,2007-09-12,12월,박천석(단독대표),http://www.wavetc.com,경기도,4860,72760304160,19910,96608255,14971256,5309,1.18,0.92,4114,0.0,0
1472,010600,KOSPI,웰바이오텍,상품 중개업,"피혁의류 도,소매,의류 판매,수입,피혁(GRAIN LEATHER) 제조",1997-07-18,12월,구세현,http://www.wellbiotec.co.kr,서울특별시,1635,108616490040,813319,1312818915,66432104,559,0.0,2.92,0,0.0,0
1473,065950,KOSDAQ,웰크론,직물직조 및 직물제품 제조업,"기능성 침구용품, 크리너, 필터, 방탄·방검복",2003-07-29,12월,이영규,http://www.welcron.com,서울특별시,3915,110525547330,48284,189527890,28231302,2823,13.55,1.39,289,1.28,50
1474,076080,KOSDAQ,웰크론한텍,건물 건설업,"에너지절감설비,자동화배합설비,환경설비",2008-07-18,12월,"이영규, 이기창, 이영식",http://www.welcronhantec.co.kr,경기도,4215,87742584390,463545,1953967410,20816746,3298,0.0,1.28,0,0.0,0
1475,196700,KOSDAQ,웹스,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재",2015-08-24,12월,이재춘,http://www.waps.co.kr,부산광역시,4185,60113942640,188679,783053455,14364144,2894,113.11,1.45,37,0.0,0
1476,069080,KOSDAQ,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',2003-05-23,12월,김태영,http://company.webzen.com,경기도,21000,741528564000,78577,1660400100,35310884,16832,7.34,1.25,2862,0.0,0
1477,053580,KOSDAQ,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스",2019-01-25,12월,강원주,http://www.webcash.co.kr,서울특별시,19450,268142523600,29937,580464450,13786248,7329,17.52,2.65,1110,0.51,100
1478,071460,KOSDAQ,위니아,가정용 기기 제조업,"김치냉장고, 에어컨, 냉장고, 에어가전, 세탁가전 등",2016-07-14,12월,최찬수,http://www.winiadimchae.com,광주광역시,3990,143509507050,358706,1430047910,35967295,2245,21.57,1.78,185,0.0,0
1479,044340,KOSDAQ,위닉스,가정용 기기 제조업,일반목적용 기계제조업,2000-10-24,12월,"윤희종, 윤철민",http://www.e-winix.co.kr,경기도,15750,281506443750,36798,576583900,17873425,12576,12.53,1.25,1257,3.17,500
1480,330350,KOSDAQ,위더스제약,의약품 제조업,의약품 제조 및 도소매(순환기용제 등),2020-07-03,12월,성대영,http://withuspharm.com,서울특별시,9670,127574163260,27062,261713180,13192778,6136,29.94,1.58,323,0.5,48
1481,348350,KOSDAQ,위드텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS",2020-10-30,12월,"유승교,박현열(각자 대표이사)",http://www.withtech.co.kr,대전광역시,15500,157845800000,6646,102841150,10183600,9756,14.49,1.59,1070,0.0,0
1482,112040,KOSDAQ,위메이드,소프트웨어 개발 및 공급업,미르의전설2,2009-12-18,12월,장현국,http://corp.wemade.com,경기도,87000,2920890846000,2453281,210937317000,33573458,18883,9.34,4.61,9319,0.75,650
1483,101730,KOSDAQ,위메이드맥스,소프트웨어 개발 및 공급업,실크로드 온라인,2009-06-03,12월,"장현국, 이길형 각자 대표이사",http://www.wemademax.com,경기도,22150,737490717800,1594431,35564218600,33295292,1456,0.0,15.21,0,0.0,0
1484,123420,KOSDAQ,위메이드플레이,소프트웨어 개발 및 공급업,모바일게임,2010-11-10,12월,이호대,http://corp.sundaytoz.com,경기도,30700,352124149400,470345,14418548200,11469842,18577,18.42,1.65,1667,0.0,0
1485,065370,KOSDAQ,위세아이텍,소프트웨어 개발 및 공급업,"빅데이터분석, 인공지능, 데이터품질관리 솔루션",2020-02-10,12월,김종현,http://www.wise.co.kr,경기도,13000,85486362000,31100,405333950,6575874,4171,19.12,3.12,680,1.15,150
1486,038620,KOSDAQ,위즈코프,연료 소매업,인터넷 인프라 및 응용,2000-05-04,12월,정승환,http://www.wizit.com,서울특별시,1395,92832318675,336033,466310825,66546465,1207,0.0,1.16,0,0.0,0
1487,299900,KOSDAQ,위지윅스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업","VFX, 뉴미디어 등 특수영상 컨텐츠 제작",2018-12-20,12월,"박관우, 박인규",http://www.wswgstudios.com,서울특별시,32550,1390933793550,181373,5919747350,42732221,4530,0.0,7.19,0,0.0,0
1488,036090,KOSDAQ,위지트,특수 목적용 기계 제조업,LCD 반도체,1999-12-10,12월,양승환,http://www.wizit.co.kr,인천광역시,1105,108220199360,724052,793133990,97936832,1399,9.87,0.79,112,0.0,0
1489,136540,KOSDAQ,윈스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네크워크보안장비(IPS, 안티 DDoS)",2011-05-02,12월,김보연,http://www.wins21.co.kr,경기도,17350,240335010700,352320,6230687250,13852162,12698,10.38,1.37,1671,2.88,500
1490,320000,KOSDAQ,윈텍,특수 목적용 기계 제조업,비전검사장비,2019-09-18,12월,윤한종,http://www.wintec.co.kr,경기도,2655,49115237940,29116,77562015,18499148,1141,73.75,2.33,36,0.0,0
1491,097800,KOSDAQ,윈팩,반도체 제조업,반도체 패키징 및 테스트,2013-03-07,12월,이한규,http://www.winpac.co.kr,경기도,1690,83937468290,100912,171576370,49667141,1326,0.0,1.27,0,0.0,0
1492,192390,KOSDAQ,윈하이텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",데크 플레이트(건설용거푸집),2014-07-25,12월,변천섭,http://www.winhitech.co.kr,충청북도,4100,43693273600,59870,248106330,10656896,5259,0.0,0.78,0,0.0,0
1493,313760,KOSDAQ,윌링스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",태양광 인버터 등,2019-07-25,12월,안강순,http://www.willings.co.kr,경기도,13900,69791900000,319009,4500452600,5021000,7247,0.0,1.92,0,0.58,80
1494,008600,KOSPI,윌비스,생활용품 도매업,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대",1989-07-28,12월,"임찬혁(대표집행임원), 송주호(대표집행임원)",http://www.willbes.com,충청남도,1195,80347066605,176337,209000685,67236039,1711,0.0,0.7,0,0.0,0
1495,033270,KOSPI,유나이티드제약,의약품 제조업,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조",2007-10-23,12월,강덕영,http://www.kup.co.kr,세종특별자치시,28000,454855016000,27608,771305900,16244822,20259,14.51,1.38,1930,1.32,370
1496,064510,KOSDAQ,유네코,특수 목적용 기계 제조업,SAP,2018-03-15,12월,박동필,http://www.ecomaister.com/,인천광역시,2750,27821777500,0,0,10117010,360,0.0,7.64,0,0.0,0
1497,014830,KOSPI,유니드,기초 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매",2004-12-03,12월,"이화영, 정의승(2인, 각자 대표이사)",http://www.unid.co.kr,서울특별시,118500,1053446395500,78492,9439687000,8889843,114016,5.67,1.04,20907,1.43,1700
1498,036200,KOSDAQ,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber),1999-12-10,12월,"김형균,이양구(각자대표)",http://www.unisem.co.kr,경기도,10250,314308285750,173160,1768088400,30664223,6222,7.9,1.65,1297,1.17,120
1499,018000,KOSDAQ,유니슨,일반 목적용 기계 제조업,"풍력발전기, 풍력타워",1996-01-10,12월,허화도,http://www.unison.co.kr,경상남도,2260,276280531980,645499,1450243125,122248023,635,0.0,3.56,0,0.0,0
1500,000910,KOSPI,유니온,"시멘트, 석회, 플라스터 및 그 제품 제조업","백시멘트,타일시멘트,알루미나시멘트,용융알루미나,급결제,필터프레스,유니필터제조,도매",1996-07-03,12월,"이건영, 이우선",http://www.unioncement.com,서울특별시,7040,109905797760,78916,556514100,15611619,8391,12.48,0.84,564,1.78,125
1501,047400,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업","페라이트,세라믹 제조,도매",2009-09-29,12월,"김진영, 이우선",http://unionmaterials.com,대구광역시,2925,122850000000,161596,473281305,42000000,1997,225.0,1.46,13,1.2,35
1502,203450,KOSDAQ,유니온커뮤니티,통신 및 방송 장비 제조업,지문인식출입통제기,2016-12-07,12월,신요식,http://www.unioncomm.co.kr,서울특별시,3730,54752696110,22775,84447285,14679007,2702,21.19,1.38,176,0.0,0
1503,011330,KOSPI,유니켐,"가죽, 가방 및 유사제품 제조업","피혁 제조,도매,무역,부동산임대",1989-12-14,12월,이장원,http://www.uni-chem.net,경기도,1320,96256222920,424053,555471805,72921381,1521,25.38,0.87,52,2.27,30
1504,077500,KOSPI,유니퀘스트,기계장비 및 관련 물품 도매업,"반도체직접회로 도매,무역,제조",2004-08-05,12월,앤드류김,http://www.uniquest.co.kr,경기도,10950,299405576250,91110,995858350,27342975,11339,4.68,0.97,2342,2.74,300
1505,011320,KOSDAQ,유니크,자동차 신품 부품 제조업,"EGR밸브, 유압솔레노이드밸브, 퓨얼벤트밸브, 퓨얼컷트밸브, 체크밸브, 케니스타 등",1993-12-29,12월,안정구,http://www.unick.co.kr,경상남도,7960,153792732200,2114245,16771302440,19320695,5573,24.8,1.43,321,0.0,0
1506,086390,KOSDAQ,유니테스트,특수 목적용 기계 제조업,"반도체메모리주검사장비생산(메모리컴포넌트테스터,메모리모듈테스트)",2006-12-05,12월,김종현,http://www.uni-test.com,경기도,26550,561111045300,128088,3408036200,21134126,7422,0.0,3.58,0,0.0,0
1507,241690,KOSDAQ,유니테크노,자동차 신품 부품 제조업,"자동차 부품, 전기차 부품, 배터리 셀케이스, ESS 배터리 모듈, SBW 및 EPB, EPS 전동화 부품",2016-09-20,12월,이좌영,http://www.unitekno.co.kr,부산광역시,8550,213848880750,74141,635180400,25011565,3753,21.65,2.28,395,0.0,0
1508,142210,KOSDAQ,유니트론텍,자동차 부품 및 내장품 판매업,"메모리/비메모리반도체, 디스플레이 모듈",2016-02-02,12월,남궁선,http://www.unitrontech.com,서울특별시,5500,69085115000,30732,170439530,12560930,4697,8.42,1.17,653,1.36,75
1509,048430,KOSDAQ,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","점화코일, 스파크플러그",2001-01-11,12월,엄대열,http://www.yuratech.co.kr,세종특별자치시,9400,108288000000,28557,270364880,11520000,10355,39.5,0.91,238,1.06,100
1510,206650,KOSDAQ,유바이오로직스,의약품 제조업,"경구용 콜레라 백신, 바이오의약품 수탁 연구 및 제조",2017-01-24,12월,"백영옥, 최석근 (각자대표이사)",http://www.eubiologics.com,서울특별시,17650,643250843550,253974,4523362450,36444807,3308,0.0,5.34,0,0.0,0
1511,089850,KOSDAQ,유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등",2010-06-18,12월,이흥복,http://www.veloxsoft.com,서울특별시,14250,101398682250,23088,327331300,7115697,13695,7.84,1.04,1817,0.0,0
